gigantic_search/5.json,GA2,GA30,T5_ls,TL1_ls,T10,TL1,TL20_ls,jaya,GA20,LS,T20,LF,T30_ls,GA10_ls,TL10,T5,jaya_ls,GA5_ls,TL10_ls,GA2_ls,GA10,GA20_ls,GA5,T1_ls,T30,LBO_ls,TL30_ls,TL5_ls,TL20,TL30,T10_ls,T20_ls,GA30_ls,T1,TL5,LBO,VND,G2JG4TL_ls,control,G2JG4TL
T20,1850.58888888889,1808.45555555556,1779.86666666667,1948.31111111111,1046.21111111111,1657.84444444444,1944.48888888889,1931.44444444444,1785.91111111111,2634.72222222222,0,2799.86666666667,1792.66666666667,1976.38888888889,1648.72222222222,1095.5,2010.23333333333,1979.5,1944.18888888889,2007.47777777778,1789.38888888889,1979.33333333333,1821.08888888889,1947.5,1034.12222222222,2014.03333333333,1932.28888888889,1942.4,1645.71111111111,1641,1777.66666666667,1778.91111111111,1977.41111111111,1977.71111111111,1659.3,1827.47777777778,2512.54444444444,1992.38888888889,2813.43333333333,1828.37777777778
LF,2961.52222222222,2968.03333333333,2873.57777777778,2900.97777777778,2788.78888888889,2962.48888888889,2904.28888888889,2962.55555555556,2967.95555555556,1843.05555555556,2799.86666666667,0,2882.24444444444,2931.52222222222,2966.14444444445,2750.03333333333,2923.58888888889,2930.7,2903.27777777778,2917.72222222222,2968.1,2930.93333333333,2966.55555555556,2863.9,2814.07777777778,2919.38888888889,2907.84444444444,2903.44444444444,2967,2963.13333333333,2874.91111111111,2881.24444444444,2932.65555555556,2529.08888888889,2966.1,2959.38888888889,1754.43333333333,2924.18888888889,38.2333333333333,2964.93333333333
T30_ls,787.1,811.455555555555,820.288888888889,774.133333333333,1855.54444444444,816.066666666667,765.377777777778,966.444444444445,798.377777777778,1818.16666666667,1792.66666666667,2882.24444444444,0,760.122222222222,814.788888888889,1888.07777777778,817.3,759.633333333333,767.055555555556,785.344444444444,787.255555555556,760.822222222222,790.355555555556,914.033333333333,1719.87777777778,789.588888888889,758.022222222222,766.8,813.022222222222,800.244444444444,813.311111111111,796.088888888889,758.122222222222,2109.13333333333,806.344444444444,805.544444444445,1749.72222222222,772.455555555556,2908.67777777778,793.977777777778
GA10_ls,611.977777777778,675.688888888889,813.788888888889,586.544444444445,2037.68888888889,762.477777777778,574.122222222222,826.966666666667,679.833333333333,1725.24444444445,1976.38888888889,2931.52222222222,760.122222222222,0,765.755555555556,2066.33333333333,565.244444444444,473.6,575.888888888889,512.377777777778,667.511111111111,476.3,645.011111111111,848.555555555556,1901.62222222222,514.577777777778,567.522222222222,580.633333333333,767.033333333333,757.144444444444,809.255555555556,782.9,471.311111111111,2180.78888888889,757.666666666667,661.711111111111,1676.68888888889,494.977777777778,2958.35555555555,639.011111111111
TL10,666.577777777778,648.177777777778,859.522222222222,811.633333333333,1713.62222222222,610.188888888889,797.144444444444,895.277777777778,639.611111111111,1995.04444444444,1648.72222222222,2966.14444444445,814.788888888889,765.755555555556,0,1749.88888888889,841.911111111111,762.4,799.822222222222,818.066666666667,637.377777777778,765.322222222222,664.7,1003.93333333333,1572.31111111111,815.977777777778,787.677777777778,801.388888888889,597.633333333333,586.633333333333,850.011111111111,824.522222222222,761.155555555556,2170.21111111111,596.911111111111,672.177777777778,1902.68888888889,790.422222222222,2992.44444444444,663.455555555556
T5,1942.02222222222,1895.4,1874.23333333333,2040.27777777778,1089.28888888889,1759.63333333333,2034.85555555556,2017.92222222222,1875.27777777778,2666.75555555555,1095.5,2750.03333333333,1888.07777777778,2066.33333333333,1749.88888888889,0,2103.13333333333,2071.44444444444,2032.88888888889,2099.91111111111,1887.11111111111,2069.05555555556,1913.32222222222,2037.57777777778,1114.51111111111,2104.51111111111,2023.63333333333,2032.76666666667,1740.96666666667,1741.9,1868.63333333333,1873.78888888889,2070,1988.1,1755.46666666667,1922.22222222222,2547.8,2083.84444444444,2760.82222222222,1921.21111111111
jaya_ls,699.733333333333,757.755555555556,865.433333333333,651.1,2074.84444444444,842.7,644.477777777778,880.677777777778,765.055555555556,1709.02222222222,2010.23333333333,2923.58888888889,817.3,565.244444444444,841.911111111111,2103.13333333333,0,560.822222222222,647,584.933333333333,747.266666666667,562.7,724.455555555556,884.622222222222,1938.15555555556,588.222222222222,639.744444444444,644.211111111111,843.855555555556,836.366666666667,859.744444444444,837.144444444444,568.266666666667,2185.14444444444,832.688888888889,739.844444444444,1665.57777777778,579.022222222222,2950.64444444445,726.677777777778
GA5_ls,613.333333333333,674.2,814.744444444444,586.722222222222,2041.68888888889,766.055555555556,574.211111111111,829.211111111111,675.211111111111,1723.42222222222,1979.5,2930.7,759.633333333333,473.6,762.4,2071.44444444444,560.822222222222,0,574.088888888889,513.488888888889,676.355555555556,471.3,643.211111111111,848.711111111111,1905.71111111111,511.844444444444,570.011111111111,582.9,766.077777777778,761.855555555556,808.677777777778,784.811111111111,471.022222222222,2181.27777777778,754.177777777778,660.488888888889,1673.88888888889,495.822222222222,2958.13333333333,648.1
TL10_ls,683.4,734.777777777778,811.655555555556,639.766666666667,2005.22222222222,794.255555555556,630.188888888889,876.366666666667,727.077777777778,1728.84444444444,1944.18888888889,2903.27777777778,767.055555555556,575.888888888889,799.822222222222,2032.88888888889,647,574.088888888889,0,602.2,716.044444444445,575.277777777778,708.433333333333,859.666666666667,1870.04444444444,606.511111111111,624.1,637.811111111111,794.344444444444,786.9,808.411111111111,786.9,572.955555555556,2158.63333333333,788.266666666667,713.911111111111,1676.77777777778,589.022222222222,2930.22222222222,709.255555555556
GA2_ls,662.8,723.555555555556,836.033333333333,612.766666666667,2072.15555555556,806.9,601.455555555556,856.744444444444,725.544444444444,1694.91111111111,2007.47777777778,2917.72222222222,785.344444444444,512.377777777778,818.066666666667,2099.91111111111,584.933333333333,513.488888888889,602.2,0,714.044444444444,511.188888888889,693.9,853.333333333333,1936.73333333333,541.4,594.388888888889,607.055555555556,817.922222222222,808.766666666667,832.233333333333,810.3,511.355555555556,2173.98888888889,801.333333333333,707.111111111111,1652.55555555556,529.888888888889,2944.86666666667,687.722222222222
GA10,595.288888888889,604.977777777778,840.3,733.766666666667,1852.64444444444,638.477777777778,714.611111111111,828.811111111111,598.766666666667,1914.62222222222,1789.38888888889,2968.1,787.255555555556,667.511111111111,637.377777777778,1887.11111111111,747.266666666667,676.355555555556,716.044444444445,714.044444444444,0,663.033333333333,581.766666666667,951.888888888889,1713.33333333333,719.044444444445,709.144444444444,724.788888888889,645.788888888889,629.322222222222,832.522222222222,806.877777777778,662.555555555556,2170.52222222222,624.8,618.577777777778,1837.53333333333,695.066666666667,2994.28888888889,596.611111111111
GA20_ls,616.811111111111,679.811111111111,812.688888888889,588.488888888889,2042.58888888889,763,574.644444444444,822.088888888889,678.755555555556,1722.54444444444,1979.33333333333,2930.93333333333,760.822222222222,476.3,765.322222222222,2069.05555555556,562.7,471.3,575.277777777778,511.188888888889,663.033333333333,0,651.2,845.7,1904.98888888889,510.588888888889,569.755555555556,580.8,768.022222222222,757.977777777778,810.355555555556,784.044444444444,471.366666666667,2178.42222222222,753.011111111111,657.811111111111,1674.96666666667,494.766666666667,2958.07777777778,642.577777777778
GA5,597.277777777778,595.766666666667,848.8,719.177777777778,1887.87777777778,665.377777777778,706.355555555556,842.111111111111,594.311111111111,1898.43333333333,1821.08888888889,2966.55555555556,790.355555555556,645.011111111111,664.7,1913.32222222222,724.455555555556,643.211111111111,708.433333333333,693.9,581.766666666667,651.2,0,943.566666666667,1745.98888888889,692.077777777778,696.355555555556,706.688888888889,659.222222222222,646.933333333333,839.622222222222,812.2,646.433333333333,2167.93333333333,645.655555555556,614.833333333333,1820.05555555556,673.255555555556,2992.34444444444,595.6
T1_ls,924.044444444444,959.733333333333,931.811111111111,864.122222222222,2008.15555555556,1005.43333333333,860.011111111111,1069.16666666667,961.9,1725.86666666667,1947.5,2863.9,914.033333333333,848.555555555556,1003.93333333333,2037.57777777778,884.622222222222,848.711111111111,859.666666666667,853.333333333333,951.888888888889,845.7,943.566666666667,0,1877.97777777778,853.444444444444,861.433333333333,861.522222222222,1005.07777777778,989.3,931.944444444444,923.366666666667,846.933333333333,2084.43333333333,998.355555555556,946.533333333333,1681.68888888889,850.822222222222,2889.86666666667,949.411111111111
T30,1774.64444444444,1730.88888888889,1707.65555555556,1875.18888888889,1059.77777777778,1580.61111111111,1868.98888888889,1863.61111111111,1706.94444444444,2591.62222222222,1034.12222222222,2814.07777777778,1719.87777777778,1901.62222222222,1572.31111111111,1114.51111111111,1938.15555555556,1905.71111111111,1870.04444444444,1936.73333333333,1713.33333333333,1904.98888888889,1745.98888888889,1877.97777777778,0,1940.17777777778,1858.01111111111,1869.45555555556,1570.74444444445,1564.78888888889,1704.32222222222,1706.12222222222,1901.62222222222,1978.74444444445,1581.04444444444,1751.64444444444,2469,1918.66666666667,2829.6,1747.76666666667
LBO_ls,662.466666666667,728.333333333333,838.544444444445,611.322222222222,2075.84444444444,815.188888888889,599.722222222222,848.344444444444,730.855555555556,1695,2014.03333333333,2919.38888888889,789.588888888889,514.577777777778,815.977777777778,2104.51111111111,588.222222222222,511.844444444444,606.511111111111,541.4,719.044444444445,510.588888888889,692.077777777778,853.444444444444,1940.17777777778,0,598.411111111111,608.966666666667,814.877777777778,809.122222222222,835.344444444444,811.677777777778,510.644444444444,2178.7,804.955555555556,704.422222222222,1651.53333333333,527.311111111111,2946.6,694.855555555556
TL30_ls,673.5,720.9,805.866666666667,636.177777777778,1994.98888888889,784.177777777778,625,870.177777777778,717.066666666667,1733.1,1932.28888888889,2907.84444444444,758.022222222222,567.522222222222,787.677777777778,2023.63333333333,639.744444444444,570.011111111111,624.1,594.388888888889,709.144444444444,569.755555555556,696.355555555556,861.433333333333,1858.01111111111,598.411111111111,0,628.955555555556,782.955555555556,771.577777777778,802.711111111111,776.933333333333,565.588888888889,2157.11111111111,777.411111111111,708.677777777778,1682.14444444444,585.566666666667,2934.76666666667,696.533333333333
TL5_ls,685.455555555556,734.411111111111,816.533333333333,641.8,2004.52222222222,799.111111111111,632.911111111111,874.533333333333,737.666666666667,1725.63333333333,1942.4,2903.44444444444,766.8,580.633333333333,801.388888888889,2032.76666666667,644.211111111111,582.9,637.811111111111,607.055555555556,724.788888888889,580.8,706.688888888889,861.522222222222,1869.45555555556,608.966666666667,628.955555555556,0,797.4,789.133333333333,811.977777777778,785.311111111111,578.011111111111,2155.04444444444,793.166666666667,721.7,1674.5,595.611111111111,2930.5,712.022222222222
TL20,659.722222222222,655.188888888889,860.111111111111,807.444444444445,1709.74444444445,613.977777777778,795.688888888889,885.488888888889,638.577777777778,1995.12222222222,1645.71111111111,2967,813.022222222222,767.033333333333,597.633333333333,1740.96666666667,843.855555555556,766.077777777778,794.344444444444,817.922222222222,645.788888888889,768.022222222222,659.222222222222,1005.07777777778,1570.74444444445,814.877777777778,782.955555555556,797.4,0,596.266666666667,848.933333333333,826,759.9,2166.08888888889,604.011111111111,693.788888888889,1902.14444444444,791.5,2993.54444444444,665.533333333333
TL30,644.655555555556,648.055555555556,852.333333333333,801.777777777778,1703.65555555556,607.933333333333,782.622222222222,888.711111111111,639.066666666667,1988.58888888889,1641,2963.13333333333,800.244444444444,757.144444444444,586.633333333333,1741.9,836.366666666667,761.855555555556,786.9,808.766666666667,629.322222222222,757.977777777778,646.933333333333,989.3,1564.78888888889,809.122222222222,771.577777777778,789.133333333333,596.266666666667,0,842.2,816.155555555556,758.344444444444,2159.68888888889,584.744444444444,683.322222222222,1895.03333333333,786.477777777778,2989.01111111111,656.911111111111
T10_ls,831.744444444444,852.122222222222,838.777777777778,815.888888888889,1838.58888888889,855.755555555556,807.644444444444,1003.17777777778,838.666666666667,1827.92222222222,1777.66666666667,2874.91111111111,813.311111111111,809.255555555556,850.011111111111,1868.63333333333,859.744444444444,808.677777777778,808.411111111111,832.233333333333,832.522222222222,810.355555555556,839.622222222222,931.944444444444,1704.32222222222,835.344444444444,802.711111111111,811.977777777778,848.933333333333,842.2,0,816.2,810.055555555556,2093.48888888889,843.944444444444,847.233333333333,1756.94444444444,820.944444444445,2900.94444444444,843.088888888889
T20_ls,807.744444444444,829.788888888889,824.555555555556,793.155555555556,1841.98888888889,834.177777777778,786.022222222222,982.244444444445,818.2,1827.61111111111,1778.91111111111,2881.24444444444,796.088888888889,782.9,824.522222222222,1873.78888888889,837.144444444444,784.811111111111,786.9,810.3,806.877777777778,784.044444444444,812.2,923.366666666667,1706.12222222222,811.677777777778,776.933333333333,785.311111111111,826,816.155555555556,816.2,0,783.211111111111,2102.6,820.255555555556,821.7,1756.63333333333,798.077777777778,2907.92222222222,814.066666666667
GA30_ls,607.533333333333,669.6,813.9,585.5,2039.53333333333,761.966666666667,575.433333333333,821.944444444445,669.055555555556,1725.82222222222,1977.41111111111,2932.65555555556,758.122222222222,471.311111111111,761.155555555556,2070,568.266666666667,471.022222222222,572.955555555556,511.355555555556,662.555555555556,471.366666666667,646.433333333333,846.933333333333,1901.62222222222,510.644444444444,565.588888888889,578.011111111111,759.9,758.344444444444,810.055555555556,783.211111111111,0,2175.05555555556,755.288888888889,660.088888888889,1678.51111111111,496.266666666667,2960.08888888889,647.633333333333
T1,2166.27777777778,2167.7,2088.82222222222,2156.82222222222,1990.65555555556,2150.64444444444,2154.06666666667,2218.91111111111,2162.97777777778,2325.23333333333,1977.71111111111,2529.08888888889,2109.13333333333,2180.78888888889,2170.21111111111,1988.1,2185.14444444444,2181.27777777778,2158.63333333333,2173.98888888889,2170.52222222222,2178.42222222222,2167.93333333333,2084.43333333333,1978.74444444445,2178.7,2157.11111111111,2155.04444444444,2166.08888888889,2159.68888888889,2093.48888888889,2102.6,2175.05555555556,0,2166.27777777778,2170.92222222222,2299.07777777778,2178.74444444444,2534.21111111111,2176.86666666667
TL5,655.644444444444,637.511111111111,857.344444444444,801.166666666667,1720.8,603.3,783.455555555556,884.411111111111,636.544444444445,1986.75555555556,1659.3,2966.1,806.344444444444,757.666666666667,596.911111111111,1755.46666666667,832.688888888889,754.177777777778,788.266666666667,801.333333333333,624.8,753.011111111111,645.655555555556,998.355555555556,1581.04444444444,804.955555555556,777.411111111111,793.166666666667,604.011111111111,584.744444444444,843.944444444444,820.255555555556,755.288888888889,2166.27777777778,0,661.8,1895.48888888889,779.311111111111,2992.11111111111,653.033333333333
LBO,616.2,631.177777777778,857.922222222222,730.811111111111,1891.77777777778,682.122222222222,716.9,839.122222222222,626.677777777778,1884.13333333333,1827.47777777778,2959.38888888889,805.544444444445,661.711111111111,672.177777777778,1922.22222222222,739.844444444444,660.488888888889,713.911111111111,707.111111111111,618.577777777778,657.811111111111,614.833333333333,946.533333333333,1751.64444444444,704.422222222222,708.677777777778,721.7,693.788888888889,683.322222222222,847.233333333333,821.7,660.088888888889,2170.92222222222,661.8,0,1809,683.088888888889,2985.15555555556,621.855555555556
VND,1794.53333333333,1835.57777777778,1753.63333333333,1672.45555555556,2546.6,1889.63333333333,1677.83333333333,1826.07777777778,1848.23333333333,991.977777777778,2512.54444444444,1754.43333333333,1749.72222222222,1676.68888888889,1902.68888888889,2547.8,1665.57777777778,1673.88888888889,1676.77777777778,1652.55555555556,1837.53333333333,1674.96666666667,1820.05555555556,1681.68888888889,2469,1651.53333333333,1682.14444444444,1674.5,1902.14444444444,1895.03333333333,1756.94444444444,1756.63333333333,1678.51111111111,2299.07777777778,1895.48888888889,1809,0,1664.6,1777.13333333333,1816.27777777778
G2JG4TL_ls,635.488888888889,702.888888888889,826.188888888889,604.944444444444,2055.37777777778,788.033333333333,590.122222222222,848.211111111111,710.477777777778,1709.77777777778,1992.38888888889,2924.18888888889,772.455555555556,494.977777777778,790.422222222222,2083.84444444444,579.022222222222,495.822222222222,589.022222222222,529.888888888889,695.066666666667,494.766666666667,673.255555555556,850.822222222222,1918.66666666667,527.311111111111,585.566666666667,595.611111111111,791.5,786.477777777778,820.944444444445,798.077777777778,496.266666666667,2178.74444444444,779.311111111111,683.088888888889,1664.6,0,2951.15555555556,677.766666666667
control,2987.57777777778,2993.73333333333,2900.41111111111,2927.78888888889,2800.95555555556,2988.74444444444,2931.47777777778,2986.94444444444,2993.23333333333,1851.86666666667,2813.43333333333,38.2333333333333,2908.67777777778,2958.35555555555,2992.44444444444,2760.82222222222,2950.64444444445,2958.13333333333,2930.22222222222,2944.86666666667,2994.28888888889,2958.07777777778,2992.34444444444,2889.86666666667,2829.6,2946.6,2934.76666666667,2930.5,2993.54444444444,2989.01111111111,2900.94444444444,2907.92222222222,2960.08888888889,2534.21111111111,2992.11111111111,2985.15555555556,1777.13333333333,2951.15555555556,0,2991.07777777778
G2JG4TL,596.811111111111,605.388888888889,851.044444444445,719.311111111111,1886.18888888889,667.555555555556,702.866666666667,841.244444444444,603.466666666667,1891.47777777778,1828.37777777778,2964.93333333333,793.977777777778,639.011111111111,663.455555555556,1921.21111111111,726.677777777778,648.1,709.255555555556,687.722222222222,596.611111111111,642.577777777778,595.6,949.411111111111,1747.76666666667,694.855555555556,696.533333333333,712.022222222222,665.533333333333,656.911111111111,843.088888888889,814.066666666667,647.633333333333,2176.86666666667,653.033333333333,621.855555555556,1816.27777777778,677.766666666667,2991.07777777778,0
